BASE,TYPE,NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,ItemClass
RING,SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Ring
RING,SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Ring
RING,SUFFIX,Gain # Life per Enemy Killed,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,,,Ring
RING,SUFFIX,Gain # Mana per Enemy Killed,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,,,Ring
RING,SUFFIX,Leech #% of Physical Attack Damage as Life,of the Remora,of the Locust,of the Parasite,,,,,,,,,,,Ring
RING,SUFFIX,Leech #% of Physical Attack Damage as Mana,of the Arid,of the Parched,of the Thirsty,,,,,,,,,,,Ring
SPEAR,PREFIX,#% increased Elemental Damage with Attacks,Devastating,Overpowering,Unleashed,Empowering,Infusing,Catalysing,,,,,,,,Spear
SPEAR,PREFIX,#% increased Physical Damage,Merciless,Tyrannical,Cruel,Bloodthirsty,Vicious,Wicked,Serrated,Heavy,,,,,,Spear
SPEAR,PREFIX,"#% increased Physical Damage, # to Accuracy Rating",Dictator's,Emperor's,Conqueror's,Champion's,Mercenary's,Reaver's,Journeyman's,Squire's,,,,,,Spear
SPEAR,PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Spear
SPEAR,PREFIX,Adds # to # Cold Damage,Crystalising,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,Spear
SPEAR,PREFIX,Adds # to # Fire Damage,Carbonising,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,Spear
SPEAR,PREFIX,Adds # to # Lightning Damage,Vapourising,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,Spear
SPEAR,PREFIX,Adds # to # Physical Damage,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Spear
SPEAR,SUFFIX,#% increased Attack Speed,of Celebration,of Infamy,of Fame,of Acclaim,of Renown,of Mastery,of Ease,of Skill,,,,,,Spear
SPEAR,SUFFIX,"# to Accuracy Rating, #% increased Light Radius",of Radiance,of Light,of Shining,,,,,,,,,,,Spear
SPEAR,SUFFIX,#% increased Stun Duration,of the Concussion,of Staggering,of Slamming,of Stunning,of Dazing,of Impact,,,,,,,,Spear
SPEAR,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Spear
SPEAR,SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Spear
SPEAR,SUFFIX,# to Level of all Melee Skills,of War,of Battle,of Conflict,of Dueling,of Combat,,,,,,,,,Spear
SPEAR,SUFFIX,# to Level of all Projectile Skills,of the Sniper,of the Marksman,of the Sharpshooter,of the Fletcher,of the Archer,,,,,,,,,Spear
SPEAR,SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Spear
SPEAR,SUFFIX,#% to Critical Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Spear
SPEAR,SUFFIX,#% to Critical Hit Chance,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Spear
SPEAR,SUFFIX,Causes #% increased Stun Buildup,of the Champion,of the Gladiator,of the Combatant,of the Boxer,of the Brawler,of the Pugilist,,,,,,,,Spear
SPEAR,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Spear
SPEAR,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Spear
SPEAR,SUFFIX,Grants # Life per Enemy Hit,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,Spear
SPEAR,SUFFIX,Leeches #% of Physical Damage as Life,of the Vampire,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,Spear
SPEAR,SUFFIX,Leeches #% of Physical Damage as Mana,of the Desperate,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,Spear
CROSSBOW,PREFIX,#% increased Elemental Damage with Attacks,Devastating,Overpowering,Unleashed,Empowering,Infusing,Catalysing,,,,,,,,Crossbow
CROSSBOW,PREFIX,#% increased Physical Damage,Merciless,Tyrannical,Cruel,Bloodthirsty,Vicious,Wicked,Serrated,Heavy,,,,,,Crossbow
CROSSBOW,PREFIX,"#% increased Physical Damage, # to Accuracy Rating",Dictator's,Emperor's,Conqueror's,Champion's,Mercenary's,Reaver's,Journeyman's,Squire's,,,,,,Crossbow
CROSSBOW,PREFIX,# to Accuracy Rating,Valkyrie's,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,Crossbow
CROSSBOW,PREFIX,Adds # to # Cold Damage,Crystalising,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,Crossbow
CROSSBOW,PREFIX,Adds # to # Fire Damage,Carbonising,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,Crossbow
CROSSBOW,PREFIX,Adds # to # Lightning Damage,Vapourising,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,Crossbow
CROSSBOW,PREFIX,Adds # to # Physical Damage,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Crossbow
CROSSBOW,SUFFIX,#% increased Attack Speed,of Acclaim,of Renown,of Mastery,of Ease,of Skill,,,,,,,,,Crossbow
CROSSBOW,SUFFIX,"# to Accuracy Rating, #% increased Light Radius",of Radiance,of Light,of Shining,,,,,,,,,,,Crossbow
CROSSBOW,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Crossbow
CROSSBOW,SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Crossbow
CROSSBOW,SUFFIX,# to Level of all Projectile Skills,of the Sniper,of the Marksman,of the Sharpshooter,of the Fletcher,of the Archer,,,,,,,,,Crossbow
CROSSBOW,SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Crossbow
CROSSBOW,SUFFIX,#% to Critical Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Crossbow
CROSSBOW,SUFFIX,#% to Critical Hit Chance,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Crossbow
CROSSBOW,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Crossbow
CROSSBOW,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Crossbow
CROSSBOW,SUFFIX,Grants # Life per Enemy Hit,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,Crossbow
CROSSBOW,SUFFIX,Leeches #% of Physical Damage as Life,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,,Crossbow
CROSSBOW,SUFFIX,Leeches #% of Physical Damage as Mana,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,,Crossbow
CROSSBOW,SUFFIX,Loads # additional bolts,of Bursting,of Shelling,,,,,,,,,,,,Crossbow
BOW,PREFIX,#% increased Elemental Damage with Attacks,Devastating,Overpowering,Unleashed,Empowering,Infusing,Catalysing,,,,,,,,Bow
BOW,PREFIX,#% increased Physical Damage,Merciless,Tyrannical,Cruel,Bloodthirsty,Vicious,Wicked,Serrated,Heavy,,,,,,Bow
BOW,PREFIX,"#% increased Physical Damage, # to Accuracy Rating",Dictator's,Emperor's,Conqueror's,Champion's,Mercenary's,Reaver's,Journeyman's,Squire's,,,,,,Bow
BOW,PREFIX,# to Accuracy Rating,Valkyrie's,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,Bow
BOW,PREFIX,Adds # to # Cold Damage,Crystalising,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,Bow
BOW,PREFIX,Adds # to # Fire Damage,Carbonising,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,Bow
BOW,PREFIX,Adds # to # Lightning Damage,Vapourising,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,Bow
BOW,PREFIX,Adds # to # Physical Damage,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Bow
BOW,SUFFIX,#% increased Attack Speed,of Acclaim,of Renown,of Mastery,of Ease,of Skill,,,,,,,,,Bow
BOW,SUFFIX,"# to Accuracy Rating, #% increased Light Radius",of Radiance,of Light,of Shining,,,,,,,,,,,Bow
BOW,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Bow
BOW,SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Bow
BOW,SUFFIX,# to Level of all Projectile Skills,of the Sniper,of the Marksman,of the Sharpshooter,of the Fletcher,of the Archer,,,,,,,,,Bow
BOW,SUFFIX,#% to Critical Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Bow
BOW,SUFFIX,#% to Critical Hit Chance,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Bow
BOW,SUFFIX,#% Surpassing chance to fire an additional Arrow,of Many,of Shards,of Splintering,of Surplus,,,,,,,,,,Bow
BOW,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Bow
BOW,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Bow
BOW,SUFFIX,Grants # Life per Enemy Hit,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,Bow
BOW,SUFFIX,Leeches #% of Physical Damage as Life,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,,Bow
BOW,SUFFIX,Leeches #% of Physical Damage as Mana,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,,Bow
WARSTAFF,PREFIX,#% increased Elemental Damage with Attacks,Devastating,Overpowering,Unleashed,Empowering,Infusing,Catalysing,,,,,,,,Warstaff
WARSTAFF,PREFIX,#% increased Physical Damage,Merciless,Tyrannical,Cruel,Bloodthirsty,Vicious,Wicked,Serrated,Heavy,,,,,,Warstaff
WARSTAFF,PREFIX,"#% increased Physical Damage, # to Accuracy Rating",Dictator's,Emperor's,Conqueror's,Champion's,Mercenary's,Reaver's,Journeyman's,Squire's,,,,,,Warstaff
WARSTAFF,PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Warstaff
WARSTAFF,PREFIX,Adds # to # Cold Damage,Crystalising,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,Warstaff
WARSTAFF,PREFIX,Adds # to # Fire Damage,Carbonising,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,Warstaff
WARSTAFF,PREFIX,Adds # to # Lightning Damage,Vapourising,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,Warstaff
WARSTAFF,PREFIX,Adds # to # Physical Damage,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Warstaff
WARSTAFF,SUFFIX,#% increased Attack Speed,of Celebration,of Infamy,of Fame,of Acclaim,of Renown,of Mastery,of Ease,of Skill,,,,,,Warstaff
WARSTAFF,SUFFIX,"# to Accuracy Rating, #% increased Light Radius",of Radiance,of Light,of Shining,,,,,,,,,,,Warstaff
WARSTAFF,SUFFIX,#% increased Stun Duration,of the Concussion,of Staggering,of Slamming,of Stunning,of Dazing,of Impact,,,,,,,,Warstaff
WARSTAFF,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Warstaff
WARSTAFF,SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Warstaff
WARSTAFF,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Warstaff
WARSTAFF,SUFFIX,# to Level of all Melee Skills,of War,of Battle,of Conflict,of Dueling,of Combat,,,,,,,,,Warstaff
WARSTAFF,SUFFIX,#% to Critical Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Warstaff
WARSTAFF,SUFFIX,#% to Critical Hit Chance,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Warstaff
WARSTAFF,SUFFIX,Causes #% increased Stun Buildup,of the Champion,of the Gladiator,of the Combatant,of the Boxer,of the Brawler,of the Pugilist,,,,,,,,Warstaff
WARSTAFF,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Warstaff
WARSTAFF,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Warstaff
WARSTAFF,SUFFIX,Grants # Life per Enemy Hit,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,Warstaff
WARSTAFF,SUFFIX,Leeches #% of Physical Damage as Life,of the Vampire,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,Warstaff
WARSTAFF,SUFFIX,Leeches #% of Physical Damage as Mana,of the Desperate,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,Warstaff
TWO HAND MACE,PREFIX,#% increased Elemental Damage with Attacks,Devastating,Overpowering,Unleashed,Empowering,Infusing,Catalysing,,,,,,,,Two Hand Mace
TWO HAND MACE,PREFIX,#% increased Physical Damage,Merciless,Tyrannical,Cruel,Bloodthirsty,Vicious,Wicked,Serrated,Heavy,,,,,,Two Hand Mace
TWO HAND MACE,PREFIX,"#% increased Physical Damage, # to Accuracy Rating",Dictator's,Emperor's,Conqueror's,Champion's,Mercenary's,Reaver's,Journeyman's,Squire's,,,,,,Two Hand Mace
TWO HAND MACE,PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Two Hand Mace
TWO HAND MACE,PREFIX,Adds # to # Cold Damage,Crystalising,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,Two Hand Mace
TWO HAND MACE,PREFIX,Adds # to # Fire Damage,Carbonising,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,Two Hand Mace
TWO HAND MACE,PREFIX,Adds # to # Lightning Damage,Vapourising,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,Two Hand Mace
TWO HAND MACE,PREFIX,Adds # to # Physical Damage,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,#% increased Attack Speed,of Celebration,of Infamy,of Fame,of Acclaim,of Renown,of Mastery,of Ease,of Skill,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,"# to Accuracy Rating, #% increased Light Radius",of Radiance,of Light,of Shining,,,,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,#% increased Stun Duration,of the Concussion,of Staggering,of Slamming,of Stunning,of Dazing,of Impact,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,# to Level of all Melee Skills,of War,of Battle,of Conflict,of Dueling,of Combat,,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,#% to Critical Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,#% to Critical Hit Chance,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,Causes #% increased Stun Buildup,of the Champion,of the Gladiator,of the Combatant,of the Boxer,of the Brawler,of the Pugilist,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,Grants # Life per Enemy Hit,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,Leeches #% of Physical Damage as Life,of the Vampire,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,Two Hand Mace
TWO HAND MACE,SUFFIX,Leeches #% of Physical Damage as Mana,of the Desperate,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,Two Hand Mace
ONE HAND MACE,PREFIX,#% increased Elemental Damage with Attacks,Devastating,Overpowering,Unleashed,Empowering,Infusing,Catalysing,,,,,,,,One Hand Mace
ONE HAND MACE,PREFIX,#% increased Physical Damage,Merciless,Tyrannical,Cruel,Bloodthirsty,Vicious,Wicked,Serrated,Heavy,,,,,,One Hand Mace
ONE HAND MACE,PREFIX,"#% increased Physical Damage, # to Accuracy Rating",Dictator's,Emperor's,Conqueror's,Champion's,Mercenary's,Reaver's,Journeyman's,Squire's,,,,,,One Hand Mace
ONE HAND MACE,PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,One Hand Mace
ONE HAND MACE,PREFIX,Adds # to # Cold Damage,Crystalising,Entombing,Polar,Glaciated,Frozen,Freezing,Frigid,Icy,Chilled,Frosted,,,,One Hand Mace
ONE HAND MACE,PREFIX,Adds # to # Fire Damage,Carbonising,Cremating,Blasting,Incinerating,Scorching,Flaming,Burning,Smoking,Smouldering,Heated,,,,One Hand Mace
ONE HAND MACE,PREFIX,Adds # to # Lightning Damage,Vapourising,Electrocuting,Discharging,Shocking,Arcing,Sparking,Crackling,Snapping,Buzzing,Humming,,,,One Hand Mace
ONE HAND MACE,PREFIX,Adds # to # Physical Damage,Flaring,Tempered,Razor-sharp,Annealed,Gleaming,Honed,Polished,Burnished,Glinting,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,#% increased Attack Speed,of Celebration,of Infamy,of Fame,of Acclaim,of Renown,of Mastery,of Ease,of Skill,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,"# to Accuracy Rating, #% increased Light Radius",of Radiance,of Light,of Shining,,,,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,#% increased Stun Duration,of the Concussion,of Staggering,of Slamming,of Stunning,of Dazing,of Impact,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,# to Level of all Melee Skills,of War,of Battle,of Conflict,of Dueling,of Combat,,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,#% to Critical Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,#% to Critical Hit Chance,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,Causes #% increased Stun Buildup,of the Champion,of the Gladiator,of the Combatant,of the Boxer,of the Brawler,of the Pugilist,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,Grants # Life per Enemy Hit,of Nourishment,of Regrowth,of Restoration,of Rejuvenation,,,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,Leeches #% of Physical Damage as Life,of the Vampire,of the Lamprey,of the Remora,of the Locust,of the Parasite,,,,,,,,,One Hand Mace
ONE HAND MACE,SUFFIX,Leeches #% of Physical Damage as Mana,of the Desperate,of the Drought,of the Arid,of the Parched,of the Thirsty,,,,,,,,,One Hand Mace
WAND,PREFIX,#% increased Chaos Damage,Malevolent,Twisted,Vile,Malignant,Darkened,Clouded,Tainted,Impure,,,,,,Wand
WAND,PREFIX,#% increased Cold Damage,Cryomancer's,Crystalline,Arctic,Hailing,Snowy,Alpine,Biting,Bitter,,,,,,Wand
WAND,PREFIX,#% increased Fire Damage,Pyromancer's,Volcanic,Magmatic,Smoldering,Cauterising,Blistering,Sizzling,Searing,,,,,,Wand
WAND,PREFIX,#% increased Lightning Damage,Electromancer's,Ionising,Smiting,Striking,Coursing,Bolting,Hissing,Charged,,,,,,Wand
WAND,PREFIX,#% increased Spell Damage,Runic,Glyphic,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,Wand
WAND,PREFIX,"#% increased Spell Damage, # to maximum Mana",Lich's,Archmage's,Mage's,Warlock's,Wizard's,Conjuror's,Caster's,,,,,,,Wand
WAND,PREFIX,#% increased Spell Physical Damage,Torturer's,Oppressor's,Agonising,Pitiless,Sadistic,Vengeful,Unforgiving,Punishing,,,,,,Wand
WAND,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,Wand
WAND,PREFIX,Gain #% of Damage as Extra Cold Damage,Frostbound,Ruthless,Malicious,Destructive,Pernicious,Malignant,,,,,,,,Wand
WAND,PREFIX,Gain #% of Damage as Extra Fire Damage,Flamebound,Infernal,Zealot's,Fanatic's,Ardent,Fervent,,,,,,,,Wand
WAND,PREFIX,Gain #% of Damage as Extra Lightning Damage,Stormbound,Electrifying,Vorpal,Fatal,Lethal,Deadly,,,,,,,,Wand
WAND,SUFFIX,#% increased Cast Speed,of Finesse,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,Wand
WAND,SUFFIX,#% increased Flammability Magnitude,of Conflagration,of Combustion,of Incineration,of Scorching,of Ignition,,,,,,,,,Wand
WAND,SUFFIX,#% increased chance to Shock,of the Thunderbolt,of Voltages,of Electrocution,of Zapping,of Shocking,,,,,,,,,Wand
WAND,SUFFIX,#% increased Critical Hit Chance for Spells,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Wand
WAND,SUFFIX,#% increased Critical Spell Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Wand
WAND,SUFFIX,#% increased Freeze Buildup,of the Arctic,of the Hyperboreal,of the Glacier,of Bleakness,of Freezing,,,,,,,,,Wand
WAND,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Wand
WAND,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Wand
WAND,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Wand
WAND,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Wand
WAND,SUFFIX,# to Level of all Chaos Spell Skills,of Armageddon,of Havoc,of Ruin,of Turmoil,of Anarchy,,,,,,,,,Wand
WAND,SUFFIX,# to Level of all Cold Spell Skills,of Frostbite,of Rime,of Ice,of Sleet,of Snow,,,,,,,,,Wand
WAND,SUFFIX,# to Level of all Fire Spell Skills,of Inferno,of Immolation,of Flames,of Cinders,of Coals,,,,,,,,,Wand
WAND,SUFFIX,# to Level of all Lightning Spell Skills,of Thunder,of Voltage,of Electricity,of Static,of Sparks,,,,,,,,,Wand
WAND,SUFFIX,# to Level of all Physical Spell Skills,of Grief,of Desolation,of Torment,of Suffering,of Agony,,,,,,,,,Wand
WAND,SUFFIX,# to Level of all Spell Skills,of the Wizard,of the Sorcerer,of the Enchanter,of the Mage,,,,,,,,,,Wand
WAND,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Wand
WAND,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Wand
FIRE WAND,PREFIX,#% increased Fire Damage,Pyromancer's,Volcanic,Magmatic,Smoldering,Cauterising,Blistering,Sizzling,Searing,,,,,,Wand
FIRE WAND,PREFIX,#% increased Spell Damage,Runic,Glyphic,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,Wand
FIRE WAND,PREFIX,"#% increased Spell Damage, # to maximum Mana",Lich's,Archmage's,Mage's,Warlock's,Wizard's,Conjuror's,Caster's,,,,,,,Wand
FIRE WAND,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,Wand
FIRE WAND,PREFIX,Gain #% of Damage as Extra Cold Damage,Frostbound,Ruthless,Malicious,Destructive,Pernicious,Malignant,,,,,,,,Wand
FIRE WAND,PREFIX,Gain #% of Damage as Extra Fire Damage,Flamebound,Infernal,Zealot's,Fanatic's,Ardent,Fervent,,,,,,,,Wand
