BASE,TYPE,NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,ItemClass
CHAOS STAFF,PREFIX,#% increased Chaos Damage,ChaosDamagePrefixOnTwoHandWeapon8,ChaosDamagePrefixOnTwoHandWeapon7,ChaosDamagePrefixOnTwoHandWeapon6,ChaosDamagePrefixOnTwoHandWeapon5,ChaosDamagePrefixOnTwoHandWeapon4,ChaosDamagePrefixOnTwoHandWeapon3,ChaosDamagePrefixOnTwoHandWeapon2,ChaosDamagePrefixOnTwoHandWeapon1,,,,,,Staff
CHAOS STAFF,PREFIX,#% increased Spell Damage,SpellDamageOnTwoHandWeapon8,SpellDamageOnTwoHandWeapon7,SpellDamageOnTwoHandWeapon6,SpellDamageOnTwoHandWeapon5,SpellDamageOnTwoHandWeapon4,SpellDamageOnTwoHandWeapon3,SpellDamageOnTwoHandWeapon2,SpellDamageOnTwoHandWeapon1,,,,,,Staff
CHAOS STAFF,PREFIX,"#% increased Spell Damage, # to maximum Mana",SpellDamageAndManaOnTwoHandWeapon7,SpellDamageAndManaOnTwoHandWeapon6,SpellDamageAndManaOnTwoHandWeapon5,SpellDamageAndManaOnTwoHandWeapon4,SpellDamageAndManaOnTwoHandWeapon3,SpellDamageAndManaOnTwoHandWeapon2,SpellDamageAndManaOnTwoHandWeapon1,,,,,,,Staff
CHAOS STAFF,PREFIX,# to maximum Mana,IncreasedManaTwoHandWeapon11,IncreasedManaTwoHandWeapon10,IncreasedManaTwoHandWeapon9,IncreasedManaTwoHandWeapon8_,IncreasedManaTwoHandWeapon7,IncreasedManaTwoHandWeapon6,IncreasedManaTwoHandWeapon5,IncreasedManaTwoHandWeapon4,IncreasedManaTwoHandWeapon3_,IncreasedManaTwoHandWeapon2_,IncreasedManaTwoHandWeapon1,,,Staff
CHAOS STAFF,PREFIX,Gain #% of Damage as Extra Cold Damage,SpellDamageGainedAsColdTwoHand6,SpellDamageGainedAsColdTwoHand5,SpellDamageGainedAsColdTwoHand4,SpellDamageGainedAsColdTwoHand3,SpellDamageGainedAsColdTwoHand2,SpellDamageGainedAsColdTwoHand1,,,,,,,,Staff
CHAOS STAFF,PREFIX,Gain #% of Damage as Extra Fire Damage,SpellDamageGainedAsFireTwoHand6,SpellDamageGainedAsFireTwoHand5,SpellDamageGainedAsFireTwoHand4,SpellDamageGainedAsFireTwoHand3,SpellDamageGainedAsFireTwoHand2,SpellDamageGainedAsFireTwoHand1,,,,,,,,Staff
CHAOS STAFF,PREFIX,Gain #% of Damage as Extra Lightning Damage,SpellDamageGainedAsLightningTwoHand6,SpellDamageGainedAsLightningTwoHand5,SpellDamageGainedAsLightningTwoHand4,SpellDamageGainedAsLightningTwoHand3,SpellDamageGainedAsLightningTwoHand2,SpellDamageGainedAsLightningTwoHand1,,,,,,,,Staff
CHAOS STAFF,SUFFIX,#% increased Cast Speed,IncreasedCastSpeedTwoHand7,IncreasedCastSpeedTwoHand6,IncreasedCastSpeedTwoHand5,IncreasedCastSpeedTwoHand4,IncreasedCastSpeedTwoHand3,IncreasedCastSpeedTwoHand2,IncreasedCastSpeedTwoHand1_,,,,,,,Staff
CHAOS STAFF,SUFFIX,#% increased Critical Hit Chance for Spells,SpellCriticalStrikeChanceTwoHand6,SpellCriticalStrikeChanceTwoHand5,SpellCriticalStrikeChanceTwoHand4,SpellCriticalStrikeChanceTwoHand3,SpellCriticalStrikeChanceTwoHand2,SpellCriticalStrikeChanceTwoHand1,,,,,,,,Staff
CHAOS STAFF,SUFFIX,#% increased Critical Spell Damage Bonus,SpellCriticalStrikeMultiplierTwoHand6,SpellCriticalStrikeMultiplierTwoHand5,SpellCriticalStrikeMultiplierTwoHand4,SpellCriticalStrikeMultiplierTwoHand3,SpellCriticalStrikeMultiplierTwoHand2,SpellCriticalStrikeMultiplierTwoHand1,,,,,,,,Staff
CHAOS STAFF,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",LightRadiusAndManaRegeneration3,LightRadiusAndManaRegeneration2,LightRadiusAndManaRegeneration1,,,,,,,,,,,Staff
CHAOS STAFF,SUFFIX,#% increased Mana Regeneration Rate,ManaRegenerationTwoHand6,ManaRegenerationTwoHand5,ManaRegenerationTwoHand4,ManaRegenerationTwoHand3,ManaRegenerationTwoHand2,ManaRegenerationTwoHand1,,,,,,,,Staff
CHAOS STAFF,SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,Staff
CHAOS STAFF,SUFFIX,# to Intelligence,Intelligence8,Intelligence7,Intelligence6,Intelligence5,Intelligence4,Intelligence3,Intelligence2,Intelligence1,,,,,,Staff
CHAOS STAFF,SUFFIX,# to Level of all Chaos Spell Skills,GlobalChaosSpellGemsLevelTwoHandWeapon5,GlobalChaosSpellGemsLevelTwoHandWeapon4,GlobalChaosSpellGemsLevelTwoHandWeapon3,GlobalChaosSpellGemsLevelTwoHandWeapon2,GlobalChaosSpellGemsLevelTwoHandWeapon1,,,,,,,,,Staff
CHAOS STAFF,SUFFIX,# to Level of all Spell Skills,GlobalSpellGemsLevelTwoHandWeapon4,GlobalSpellGemsLevelTwoHandWeapon3,GlobalSpellGemsLevelTwoHandWeapon2,GlobalSpellGemsLevelTwoHandWeapon1,,,,,,,,,,Staff
CHAOS STAFF,SUFFIX,Gain # Life per Enemy Killed,LifeGainedFromEnemyDeath8,LifeGainedFromEnemyDeath7,LifeGainedFromEnemyDeath6,LifeGainedFromEnemyDeath5,LifeGainedFromEnemyDeath4,LifeGainedFromEnemyDeath3,LifeGainedFromEnemyDeath2,LifeGainedFromEnemyDeath1,,,,,,Staff
CHAOS STAFF,SUFFIX,Gain # Mana per Enemy Killed,ManaGainedFromEnemyDeath8,ManaGainedFromEnemyDeath7,ManaGainedFromEnemyDeath6,ManaGainedFromEnemyDeath5,ManaGainedFromEnemyDeath4,ManaGainedFromEnemyDeath3,ManaGainedFromEnemyDeath2,ManaGainedFromEnemyDeath1,,,,,,Staff
FOCUS,PREFIX,#% increased Chaos Damage,ChaosDamagePrefixOnWeapon6,ChaosDamagePrefixOnWeapon5,ChaosDamagePrefixOnWeapon4,ChaosDamagePrefixOnWeapon3,ChaosDamagePrefixOnWeapon2,ChaosDamagePrefixOnWeapon1,,,,,,,,Focus
FOCUS,PREFIX,#% increased Cold Damage,ColdDamagePrefixOnWeapon6,ColdDamagePrefixOnWeapon5_,ColdDamagePrefixOnWeapon4,ColdDamagePrefixOnWeapon3_,ColdDamagePrefixOnWeapon2,ColdDamagePrefixOnWeapon1,,,,,,,,Focus
FOCUS,PREFIX,#% increased Energy Shield,LocalIncreasedEnergyShieldPercent7_,LocalIncreasedEnergyShieldPercent6,LocalIncreasedEnergyShieldPercent5,LocalIncreasedEnergyShieldPercent4,LocalIncreasedEnergyShieldPercent3,LocalIncreasedEnergyShieldPercent2,LocalIncreasedEnergyShieldPercent1,,,,,,,Focus
FOCUS,PREFIX,"#% increased Energy Shield, # to maximum Mana",LocalIncreasedEnergyShieldAndMana6,LocalIncreasedEnergyShieldAndMana5,LocalIncreasedEnergyShieldAndMana4,LocalIncreasedEnergyShieldAndMana3,LocalIncreasedEnergyShieldAndMana2,LocalIncreasedEnergyShieldAndMana1,,,,,,,,Focus
FOCUS,PREFIX,#% increased Fire Damage,FireDamagePrefixOnWeapon6,FireDamagePrefixOnWeapon5_,FireDamagePrefixOnWeapon4,FireDamagePrefixOnWeapon3,FireDamagePrefixOnWeapon2,FireDamagePrefixOnWeapon1,,,,,,,,Focus
FOCUS,PREFIX,#% increased Lightning Damage,LightningDamagePrefixOnWeapon6,LightningDamagePrefixOnWeapon5,LightningDamagePrefixOnWeapon4,LightningDamagePrefixOnWeapon3,LightningDamagePrefixOnWeapon2,LightningDamagePrefixOnWeapon1_,,,,,,,,Focus
FOCUS,PREFIX,#% increased Spell Damage,SpellDamageOnWeapon6,SpellDamageOnWeapon5,SpellDamageOnWeapon4,SpellDamageOnWeapon3,SpellDamageOnWeapon2,SpellDamageOnWeapon1,,,,,,,,Focus
FOCUS,PREFIX,#% increased Spell Physical Damage,PhysicalDamagePrefixOnWeapon6,PhysicalDamagePrefixOnWeapon5,PhysicalDamagePrefixOnWeapon4,PhysicalDamagePrefixOnWeapon3,PhysicalDamagePrefixOnWeapon2,PhysicalDamagePrefixOnWeapon1,,,,,,,,Focus
FOCUS,PREFIX,# to maximum Energy Shield,LocalIncreasedEnergyShield10,LocalIncreasedEnergyShield9,LocalIncreasedEnergyShield8,LocalIncreasedEnergyShield7,LocalIncreasedEnergyShield6,LocalIncreasedEnergyShield5,LocalIncreasedEnergyShield4,LocalIncreasedEnergyShield3,LocalIncreasedEnergyShield2,LocalIncreasedEnergyShield1,,,,Focus
FOCUS,PREFIX,# to maximum Mana,IncreasedMana11,IncreasedMana10,IncreasedMana9,IncreasedMana8,IncreasedMana7,IncreasedMana6,IncreasedMana5,IncreasedMana4,IncreasedMana3,IncreasedMana2,IncreasedMana1,,,Focus
FOCUS,SUFFIX,#% increased Cast Speed,IncreasedCastSpeed6,IncreasedCastSpeed5,IncreasedCastSpeed4,IncreasedCastSpeed3,IncreasedCastSpeed2,IncreasedCastSpeed1,,,,,,,,Focus
FOCUS,SUFFIX,#% increased Critical Hit Chance for Spells,SpellCriticalStrikeChance5,SpellCriticalStrikeChance4,SpellCriticalStrikeChance3,SpellCriticalStrikeChance2,SpellCriticalStrikeChance1,,,,,,,,,Focus
FOCUS,SUFFIX,#% increased Critical Spell Damage Bonus,SpellCriticalStrikeMultiplier5,SpellCriticalStrikeMultiplier4,SpellCriticalStrikeMultiplier3,SpellCriticalStrikeMultiplier2,SpellCriticalStrikeMultiplier1,,,,,,,,,Focus
FOCUS,SUFFIX,#% increased Energy Shield Recharge Rate,EnergyShieldRechargeRate6,EnergyShieldRechargeRate5______,EnergyShieldRechargeRate4,EnergyShieldRechargeRate3,EnergyShieldRechargeRate2,EnergyShieldRechargeRate1,,,,,,,,Focus
FOCUS,SUFFIX,#% increased Mana Regeneration Rate,ManaRegeneration6,ManaRegeneration5,ManaRegeneration4,ManaRegeneration3,ManaRegeneration2,ManaRegeneration1,,,,,,,,Focus
FOCUS,SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,Focus
FOCUS,SUFFIX,# to Intelligence,Intelligence8,Intelligence7,Intelligence6,Intelligence5,Intelligence4,Intelligence3,Intelligence2,Intelligence1,,,,,,Focus
FOCUS,SUFFIX,# to Level of all Spell Skills,GlobalSpellGemsLevel2,GlobalSpellGemsLevel1,,,,,,,,,,,,Focus
FOCUS,SUFFIX,#% to Chaos Resistance,ChaosResist6,ChaosResist5,ChaosResist4,ChaosResist3,ChaosResist2,ChaosResist1,,,,,,,,Focus
FOCUS,SUFFIX,#% to Cold Resistance,ColdResist8,ColdResist7,ColdResist6,ColdResist5,ColdResist4,ColdResist3,ColdResist2,ColdResist1,,,,,,Focus
FOCUS,SUFFIX,#% to Fire Resistance,FireResist8,FireResist7,FireResist6,FireResist5,FireResist4,FireResist3,FireResist2,FireResist1,,,,,,Focus
FOCUS,SUFFIX,#% to Lightning Resistance,LightningResist8,LightningResist7,LightningResist6,LightningResist5,LightningResist4,LightningResist3,LightningResist2,LightningResist1,,,,,,Focus
FOCUS,SUFFIX,#% faster start of Energy Shield Recharge,FasterStartOfEnergyShieldRecharge6,FasterStartOfEnergyShieldRecharge5,FasterStartOfEnergyShieldRecharge4,FasterStartOfEnergyShieldRecharge3,FasterStartOfEnergyShieldRecharge2,FasterStartOfEnergyShieldRecharge1,,,,,,,,Focus
SCEPTRE,PREFIX,#% increased Spirit,LocalIncreasedSpiritPercent8,LocalIncreasedSpiritPercent7,LocalIncreasedSpiritPercent6,LocalIncreasedSpiritPercent5,LocalIncreasedSpiritPercent4,LocalIncreasedSpiritPercent3,LocalIncreasedSpiritPercent2,LocalIncreasedSpiritPercent1,,,,,,Sceptre
SCEPTRE,PREFIX,"#% increased Spirit, # to maximum Mana",LocalIncreasedSpiritAndMana7,LocalIncreasedSpiritAndMana6,LocalIncreasedSpiritAndMana5,LocalIncreasedSpiritAndMana4,LocalIncreasedSpiritAndMana3,LocalIncreasedSpiritAndMana2,LocalIncreasedSpiritAndMana1,,,,,,,Sceptre
SCEPTRE,PREFIX,# to maximum Mana,IncreasedMana11,IncreasedMana10,IncreasedMana9,IncreasedMana8,IncreasedMana7,IncreasedMana6,IncreasedMana5,IncreasedMana4,IncreasedMana3,IncreasedMana2,IncreasedMana1,,,Sceptre
SCEPTRE,PREFIX,Allies in your Presence deal # to # added Attack Cold Damage,NearbyAlliesAddedColdDamage9,NearbyAlliesAddedColdDamage8,NearbyAlliesAddedColdDamage7,NearbyAlliesAddedColdDamage6,NearbyAlliesAddedColdDamage5,NearbyAlliesAddedColdDamage4,NearbyAlliesAddedColdDamage3,NearbyAlliesAddedColdDamage2,NearbyAlliesAddedColdDamage1,,,,,Sceptre
SCEPTRE,PREFIX,Allies in your Presence deal # to # added Attack Fire Damage,NearbyAlliesAddedFireDamage9,NearbyAlliesAddedFireDamage8,NearbyAlliesAddedFireDamage7,NearbyAlliesAddedFireDamage6,NearbyAlliesAddedFireDamage5,NearbyAlliesAddedFireDamage4,NearbyAlliesAddedFireDamage3,NearbyAlliesAddedFireDamage2,NearbyAlliesAddedFireDamage1,,,,,Sceptre
SCEPTRE,PREFIX,Allies in your Presence deal # to # added Attack Lightning Damage,NearbyAlliesAddedLightningDamage9,NearbyAlliesAddedLightningDamage8,NearbyAlliesAddedLightningDamage7,NearbyAlliesAddedLightningDamage6,NearbyAlliesAddedLightningDamage5,NearbyAlliesAddedLightningDamage4,NearbyAlliesAddedLightningDamage3,NearbyAlliesAddedLightningDamage2,NearbyAlliesAddedLightningDamage1,,,,,Sceptre
SCEPTRE,PREFIX,Allies in your Presence deal # to # added Attack Physical Damage,NearbyAlliesAddedPhysicalDamage9,NearbyAlliesAddedPhysicalDamage8,NearbyAlliesAddedPhysicalDamage7,NearbyAlliesAddedPhysicalDamage6,NearbyAlliesAddedPhysicalDamage5,NearbyAlliesAddedPhysicalDamage4,NearbyAlliesAddedPhysicalDamage3,NearbyAlliesAddedPhysicalDamage2,NearbyAlliesAddedPhysicalDamage1,,,,,Sceptre
SCEPTRE,PREFIX,Allies in your Presence deal #% increased Damage,NearbyAlliesAllDamage8,NearbyAlliesAllDamage7,NearbyAlliesAllDamage6,NearbyAlliesAllDamage5,NearbyAlliesAllDamage4,NearbyAlliesAllDamage3,NearbyAlliesAllDamage2,NearbyAlliesAllDamage1,,,,,,Sceptre
SCEPTRE,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",LightRadiusAndManaRegeneration3,LightRadiusAndManaRegeneration2,LightRadiusAndManaRegeneration1,,,,,,,,,,,Sceptre
SCEPTRE,SUFFIX,#% increased Mana Regeneration Rate,ManaRegeneration6,ManaRegeneration5,ManaRegeneration4,ManaRegeneration3,ManaRegeneration2,ManaRegeneration1,,,,,,,,Sceptre
SCEPTRE,SUFFIX,#% increased Presence Area of Effect,PresenceRadius4,PresenceRadius3,PresenceRadius2,PresenceRadius1,,,,,,,,,,Sceptre
SCEPTRE,SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,Sceptre
SCEPTRE,SUFFIX,# to Intelligence,Intelligence8,Intelligence7,Intelligence6,Intelligence5,Intelligence4,Intelligence3,Intelligence2,Intelligence1,,,,,,Sceptre
SCEPTRE,SUFFIX,# to Level of all Minion Skills,GlobalMinionSpellSkillGemLevelWeapon4,GlobalMinionSpellSkillGemLevelWeapon3,GlobalMinionSpellSkillGemLevelWeapon2,GlobalMinionSpellSkillGemLevelWeapon1,,,,,,,,,,Sceptre
SCEPTRE,SUFFIX,# to Strength,Strength8,Strength7,Strength6,Strength5,Strength4,Strength3,Strength2,Strength1,,,,,,Sceptre
SCEPTRE,SUFFIX,Allies in your Presence have #% increased Attack Speed,NearbyAlliesIncreasedAttackSpeed4,NearbyAlliesIncreasedAttackSpeed3,NearbyAlliesIncreasedAttackSpeed2,NearbyAlliesIncreasedAttackSpeed1,,,,,,,,,,Sceptre
SCEPTRE,SUFFIX,Allies in your Presence have #% increased Cast Speed,NearbyAlliesIncreasedCastSpeed4,NearbyAlliesIncreasedCastSpeed3,NearbyAlliesIncreasedCastSpeed2,NearbyAlliesIncreasedCastSpeed1,,,,,,,,,,Sceptre
SCEPTRE,SUFFIX,Allies in your Presence have #% increased Critical Damage Bonus,NearbyAlliesCriticalMultiplier6,NearbyAlliesCriticalMultiplier5,NearbyAlliesCriticalMultiplier4,NearbyAlliesCriticalMultiplier3,NearbyAlliesCriticalMultiplier2,NearbyAlliesCriticalMultiplier1,,,,,,,,Sceptre
SCEPTRE,SUFFIX,Allies in your Presence have #% increased Critical Hit Chance,NearbyAlliesCriticalStrikeChance6,NearbyAlliesCriticalStrikeChance5,NearbyAlliesCriticalStrikeChance4,NearbyAlliesCriticalStrikeChance3,NearbyAlliesCriticalStrikeChance2,NearbyAlliesCriticalStrikeChance1,,,,,,,,Sceptre
SCEPTRE,SUFFIX,Allies in your Presence have #% to all Elemental Resistances,NearbyAlliesAllResistances6,NearbyAlliesAllResistances5,NearbyAlliesAllResistances4,NearbyAlliesAllResistances3,NearbyAlliesAllResistances2,NearbyAlliesAllResistances1,,,,,,,,Sceptre
SCEPTRE,SUFFIX,Allies in your Presence Regenerate # Life per second,NearbyAlliesLifeRegeneration10,NearbyAlliesLifeRegeneration9,NearbyAlliesLifeRegeneration8,NearbyAlliesLifeRegeneration7,NearbyAlliesLifeRegeneration6,NearbyAlliesLifeRegeneration5,NearbyAlliesLifeRegeneration4,NearbyAlliesLifeRegeneration3,NearbyAlliesLifeRegeneration2,NearbyAlliesLifeRegeneration1,,,,Sceptre
SCEPTRE,SUFFIX,Minions have #% increased maximum Life,MinionLife6,MinionLife5,MinionLife4,MinionLife3,MinionLife2,MinionLife1,,,,,,,,Sceptre
QUIVER,PREFIX,#% increased Damage with Bow Skills,DamageWithBows6,DamageWithBows5,DamageWithBows4,DamageWithBows3,DamageWithBows2,DamageWithBows1,,,,,,,,Quiver
QUIVER,PREFIX,#% increased Projectile Speed,ProjectileSpeed5,ProjectileSpeed4,ProjectileSpeed3,ProjectileSpeed2,ProjectileSpeed1,,,,,,,,,Quiver
QUIVER,PREFIX,# to Accuracy Rating,IncreasedAccuracy9,IncreasedAccuracy8,IncreasedAccuracy7,IncreasedAccuracy6,IncreasedAccuracy5,IncreasedAccuracy4,IncreasedAccuracy3,IncreasedAccuracy2,IncreasedAccuracy1,,,,,Quiver
QUIVER,PREFIX,Adds # to # Cold damage to Attacks,AddedColdDamage9,AddedColdDamage8,AddedColdDamage7,AddedColdDamage6,AddedColdDamage5,AddedColdDamage4,AddedColdDamage3,AddedColdDamage2,AddedColdDamage1,,,,,Quiver
QUIVER,PREFIX,Adds # to # Fire damage to Attacks,AddedFireDamage9,AddedFireDamage8,AddedFireDamage7,AddedFireDamage6,AddedFireDamage5,AddedFireDamage4,AddedFireDamage3,AddedFireDamage2,AddedFireDamage1,,,,,Quiver
QUIVER,PREFIX,Adds # to # Lightning damage to Attacks,AddedLightningDamage9,AddedLightningDamage8,AddedLightningDamage7,AddedLightningDamage6,AddedLightningDamage5,AddedLightningDamage4,AddedLightningDamage3,AddedLightningDamage2,AddedLightningDamage1,,,,,Quiver
QUIVER,PREFIX,Adds # to # Physical Damage to Attacks,AddedPhysicalDamage9,AddedPhysicalDamage8,AddedPhysicalDamage7,AddedPhysicalDamage6,AddedPhysicalDamage5,AddedPhysicalDamage4,AddedPhysicalDamage3,AddedPhysicalDamage2,AddedPhysicalDamage1,,,,,Quiver
QUIVER,SUFFIX,#% chance to Pierce an Enemy,ArrowPierceChance5,ArrowPierceChance4,ArrowPierceChance3,ArrowPierceChance2,ArrowPierceChance1,,,,,,,,,Quiver
QUIVER,SUFFIX,#% increased Attack Speed,IncreasedAttackSpeed4,IncreasedAttackSpeed3,IncreasedAttackSpeed2,IncreasedAttackSpeed1,,,,,,,,,,Quiver
QUIVER,SUFFIX,#% increased Critical Damage Bonus for Attack Damage,AttackCriticalStrikeMultiplier6,AttackCriticalStrikeMultiplier5,AttackCriticalStrikeMultiplier4,AttackCriticalStrikeMultiplier3,AttackCriticalStrikeMultiplier2,AttackCriticalStrikeMultiplier1,,,,,,,,Quiver
QUIVER,SUFFIX,#% increased Critical Hit Chance for Attacks,AttackCriticalStrikeChance6,AttackCriticalStrikeChance5,AttackCriticalStrikeChance4,AttackCriticalStrikeChance3,AttackCriticalStrikeChance2,AttackCriticalStrikeChance1,,,,,,,,Quiver
QUIVER,SUFFIX,# to Dexterity,Dexterity8,Dexterity7,Dexterity6,Dexterity5,Dexterity4,Dexterity3,Dexterity2,Dexterity1,,,,,,Quiver
QUIVER,SUFFIX,# to Level of all Projectile Skills,GlobalProjectileSkillGemLevel2,GlobalProjectileSkillGemLevel1,,,,,,,,,,,,Quiver
QUIVER,SUFFIX,Gain # Life per Enemy Killed,LifeGainedFromEnemyDeath6,LifeGainedFromEnemyDeath5,LifeGainedFromEnemyDeath4,LifeGainedFromEnemyDeath3,LifeGainedFromEnemyDeath2,LifeGainedFromEnemyDeath1,,,,,,,,Quiver
QUIVER,SUFFIX,Gain # Mana per Enemy Killed,ManaGainedFromEnemyDeath6,ManaGainedFromEnemyDeath5,ManaGainedFromEnemyDeath4,ManaGainedFromEnemyDeath3,ManaGainedFromEnemyDeath2,ManaGainedFromEnemyDeath1,,,,,,,,Quiver
GLOVES (INT),PREFIX,#% increased Energy Shield,LocalIncreasedEnergyShieldPercent7_,LocalIncreasedEnergyShieldPercent6,LocalIncreasedEnergyShieldPercent5,LocalIncreasedEnergyShieldPercent4,LocalIncreasedEnergyShieldPercent3,LocalIncreasedEnergyShieldPercent2,LocalIncreasedEnergyShieldPercent1,,,,,,,Gloves
GLOVES (INT),PREFIX,"#% increased Energy Shield, # to maximum Life",LocalIncreasedEnergyShieldAndLife6,LocalIncreasedEnergyShieldAndLife5,LocalIncreasedEnergyShieldAndLife4,LocalIncreasedEnergyShieldAndLife3,LocalIncreasedEnergyShieldAndLife2,LocalIncreasedEnergyShieldAndLife1,,,,,,,,Gloves
GLOVES (INT),PREFIX,# to Accuracy Rating,IncreasedAccuracy9,IncreasedAccuracy8,IncreasedAccuracy7,IncreasedAccuracy6,IncreasedAccuracy5,IncreasedAccuracy4,IncreasedAccuracy3,IncreasedAccuracy2,IncreasedAccuracy1,,,,,Gloves
GLOVES (INT),PREFIX,# to maximum Energy Shield,LocalIncreasedEnergyShield7,LocalIncreasedEnergyShield6,LocalIncreasedEnergyShield5,LocalIncreasedEnergyShield4,LocalIncreasedEnergyShield3,LocalIncreasedEnergyShield2,LocalIncreasedEnergyShield1,,,,,,,Gloves
GLOVES (INT),PREFIX,# to maximum Life,IncreasedLife9,IncreasedLife8,IncreasedLife7,IncreasedLife6,IncreasedLife5,IncreasedLife4,IncreasedLife3,IncreasedLife2,IncreasedLife1,,,,,Gloves
GLOVES (INT),PREFIX,# to maximum Mana,IncreasedMana9,IncreasedMana8,IncreasedMana7,IncreasedMana6,IncreasedMana5,IncreasedMana4,IncreasedMana3,IncreasedMana2,IncreasedMana1,,,,,Gloves
GLOVES (INT),PREFIX,Adds # to # Cold damage to Attacks,AddedColdDamage9,AddedColdDamage8,AddedColdDamage7,AddedColdDamage6,AddedColdDamage5,AddedColdDamage4,AddedColdDamage3,AddedColdDamage2,AddedColdDamage1,,,,,Gloves
GLOVES (INT),PREFIX,Adds # to # Fire damage to Attacks,AddedFireDamage9,AddedFireDamage8,AddedFireDamage7,AddedFireDamage6,AddedFireDamage5,AddedFireDamage4,AddedFireDamage3,AddedFireDamage2,AddedFireDamage1,,,,,Gloves
GLOVES (INT),PREFIX,Adds # to # Lightning damage to Attacks,AddedLightningDamage9,AddedLightningDamage8,AddedLightningDamage7,AddedLightningDamage6,AddedLightningDamage5,AddedLightningDamage4,AddedLightningDamage3,AddedLightningDamage2,AddedLightningDamage1,,,,,Gloves
GLOVES (INT),PREFIX,Adds # to # Physical Damage to Attacks,AddedPhysicalDamage9,AddedPhysicalDamage8,AddedPhysicalDamage7,AddedPhysicalDamage6,AddedPhysicalDamage5,AddedPhysicalDamage4,AddedPhysicalDamage3,AddedPhysicalDamage2,AddedPhysicalDamage1,,,,,Gloves
GLOVES (INT),SUFFIX,#% increased Attack Speed,IncreasedAttackSpeed4,IncreasedAttackSpeed3,IncreasedAttackSpeed2,IncreasedAttackSpeed1,,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,#% increased Critical Damage Bonus,CriticalMultiplier5,CriticalMultiplier4,CriticalMultiplier3,CriticalMultiplier2,CriticalMultiplier1,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,#% increased Rarity of Items found,ItemFoundRarityIncrease3,ItemFoundRarityIncrease2,ItemFoundRarityIncrease1,,,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,# to Dexterity,Dexterity9,Dexterity8,Dexterity7,Dexterity6,Dexterity5,Dexterity4,Dexterity3,Dexterity2,Dexterity1,,,,,Gloves
GLOVES (INT),SUFFIX,# to Intelligence,Intelligence8,Intelligence7,Intelligence6,Intelligence5,Intelligence4,Intelligence3,Intelligence2,Intelligence1,,,,,,Gloves
GLOVES (INT),SUFFIX,# to Level of all Melee Skills,GlobalMeleeSkillGemLevel2,GlobalMeleeSkillGemLevel1,,,,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,#% to Chaos Resistance,ChaosResist6,ChaosResist5,ChaosResist4,ChaosResist3,ChaosResist2,ChaosResist1,,,,,,,,Gloves
GLOVES (INT),SUFFIX,#% to Cold Resistance,ColdResist8,ColdResist7,ColdResist6,ColdResist5,ColdResist4,ColdResist3,ColdResist2,ColdResist1,,,,,,Gloves
GLOVES (INT),SUFFIX,#% to Fire Resistance,FireResist8,FireResist7,FireResist6,FireResist5,FireResist4,FireResist3,FireResist2,FireResist1,,,,,,Gloves
GLOVES (INT),SUFFIX,#% to Lightning Resistance,LightningResist8,LightningResist7,LightningResist6,LightningResist5,LightningResist4,LightningResist3,LightningResist2,LightningResist1,,,,,,Gloves
GLOVES (INT),SUFFIX,Gain # Life per Enemy Hit with Attacks,LifeGainPerTarget4,LifeGainPerTarget3,LifeGainPerTarget2,LifeGainPerTarget1,,,,,,,,,,Gloves
GLOVES (INT),SUFFIX,Gain # Life per Enemy Killed,LifeGainedFromEnemyDeath8,LifeGainedFromEnemyDeath7,LifeGainedFromEnemyDeath6,LifeGainedFromEnemyDeath5,LifeGainedFromEnemyDeath4,LifeGainedFromEnemyDeath3,LifeGainedFromEnemyDeath2,LifeGainedFromEnemyDeath1,,,,,,Gloves
GLOVES (INT),SUFFIX,Gain # Mana per Enemy Killed,ManaGainedFromEnemyDeath8,ManaGainedFromEnemyDeath7,ManaGainedFromEnemyDeath6,ManaGainedFromEnemyDeath5,ManaGainedFromEnemyDeath4,ManaGainedFromEnemyDeath3,ManaGainedFromEnemyDeath2,ManaGainedFromEnemyDeath1,,,,,,Gloves
